SO2,NO,NOx,NO2,CO,O3,THC,CH4,NMHC,PM10,PM2.5,WS,WD,AT,RH 
2.1,2.9,32.4,29.4,0.77,8.1,2.7,2.3,0.4,80,43,0.5,205,19.4,79
1.8,1.8,26.6,24.9,0.61,12.3,2.5,2.2,0.3,80,40,0.3,315,19.2,78.5
1.9,2.5,27.4,24.9,0.72,7.5,2.7,2.3,0.3,72,39,0.3,293,19.3,79.1
1.8,1.2,19.8,18.6,0.67,18.5,2.3,2.1,0.2,78,41,0.7,11,19.2,79.5
1.7,2.5,21.5,19,0.74,24.6,2.3,2.1,0.1,87,41,0.6,24,19.1,81
2.1,10.1,38.2,28,1.12,17.5,2.3,2.1,0.2,82,45,0.3,40,19.6,79.2
2.2,16.2,46,29.9,1.18,16.4,2.5,2.2,0.4,88,51,0.3,22,21,73.1
1.8,14.1,46.3,32.3,1.16,25.4,2.6,2.2,0.4,88,50,0.7,325,22.4,67.3
1.4,7.3,28.5,21.2,0.67,40.6,2.4,2.1,0.3,65,43,1.1,353,23.4,62.3
1,4.4,20.9,16.5,0.63,58,2.3,2.1,0.3,56,37,1.3,312,24.4,58.1
1,3.3,19.7,16.5,0.74,70.3,2.3,2,0.3,63,38,0.9,2,25.4,54.7
0.9,2.1,17.5,15.4,0.67,75.7,2.6,2,0.6,57,35,0.9,316,26.3,51.6
3.3,3.6,25.5,21.9,0.74,63.1,2.7,2.1,0.6,60,35,1,303,26.9,51.3
4.5,5.4,32.8,27.4,0.74,54.3,2.8,2.1,0.7,61,32,1,306,27,50.5
4.5,5,33.1,28.2,0.74,43.6,3.4,2,1.4,56,31,1,306,26.1,52.7
3.6,4.4,36.4,32,1,35.6,4.3,2.1,2.2,53,26,1,304,24.4,58.7
5.5,6.5,47.3,40.8,1.28,20.9,3.4,2,1.3,59,29,0.7,312,23.4,61.7
1.8,3.7,37.9,34.2,1.02,22.7,2.3,2,0.2,37,26,0.6,37,22.9,62.2
1.5,4.5,41,36.5,0.97,17.1,2.4,2.1,0.3,44,29,0.4,63,22.5,64.5
1.5,3.7,35.2,31.6,0.89,15.8,2.5,2.2,0.3,46,28,0.4,58,21.5,69.1
2.5,5.2,36.3,31.1,1,11.1,2.4,2.1,0.3,51,26,0.4,74,21.5,70.4
2.1,2.8,26.2,23.4,0.83,14.8,2.3,2.1,0.2,48,30,0.4,112,21.3,71.3
1.9,4,27.7,23.7,0.88,11.9,2.3,2.1,0.3,48,29,0.4,143,21.3,72.4
2,2.1,18.8,16.7,0.71,16,2.4,2.1,0.3,50,30,0.3,323,20.9,73.9
1.6,2.6,26.9,24.3,0.8,7.7,2.8,2.4,0.4,53,29,0.3,302,20.7,77.5
1.5,1.8,21.8,20,0.69,15.3,2.5,2.3,0.3,56,36,0.5,42,21,77.3
1.8,1.6,17.6,16,0.62,24.7,2.2,2.1,0.1,69,38,0.2,2,21.2,80.1
1.4,6.3,33.6,27.3,0.83,14.9,2.5,2.2,0.3,73,42,0.5,173,20.7,83.8
1.4,21.1,49.8,28.7,1.19,4.5,2.9,2.4,0.5,83,49,0.4,187,20.4,84.2
3.2,25,53.3,28.3,1.28,7.9,2.7,2.3,0.4,90,49,0.3,183,20.9,82.1
6.2,15.9,44.2,28.2,1,17.2,2.7,2.3,0.4,93,54,0.3,293,22.5,74.5
3.1,12.2,45.2,33,1.1,29.4,2.7,2.3,0.5,80,51,0.6,146,24.6,64.8
2.3,7.3,37.2,29.9,0.88,43.4,2.6,2.2,0.5,86,50,0.8,288,26.4,58.9
1.9,7.1,27.3,20.2,0.75,41.6,2.3,2.1,0.2,75,40,1.3,311,26.2,59.2
1.3,4.2,18.4,14.1,0.68,54.1,2.1,2.1,0.1,61,36,1.1,332,26.6,56.5
1.1,3.6,17.7,14.1,0.64,52.8,2.1,2,0.1,54,32,1.1,336,26.8,55.9
1.1,4.4,19.6,15.2,0.71,50.3,2.2,2.1,0.2,59,32,1.3,304,26.4,57.1
0.7,3.9,19.3,15.5,0.66,46.2,2.2,2,0.1,45,31,0.9,352,26.4,56.5
0.6,4.7,24.8,20.1,0.79,38.6,2.3,2.1,0.3,37,28,0.9,322,26,57.4
0.6,4.1,29,24.9,0.93,29.1,2.3,2.1,0.2,45,20,0.7,321,25.1,60.1
0.8,4.6,32.4,27.9,0.94,20.2,2.3,2.1,0.2,40,28,0.6,350,23.6,65.4
1,2.5,27,24.5,0.81,21.3,2.3,2.1,0.2,35,25,0.7,10,22.1,70.1
1.2,5.8,34.9,29,0.96,12.8,2.3,2.1,0.3,41,26,0.5,313,22.1,70.2
1.5,5.2,33.2,28,0.88,10.8,2.3,2.1,0.2,36,26,0.5,324,21.4,71.8
1.2,4.2,31.4,27.2,0.83,9.7,2.3,2.1,0.2,38,24,0.3,311,21.1,72.3
1.1,4.4,30.1,25.8,0.82,8.9,2.7,2.2,0.5,38,27,0.3,264,20.9,73.3
1.1,4.5,27.4,22.9,0.88,9.6,2.5,2.3,0.2,44,31,0.7,196.9,20.3,76.1
1.2,2.8,24.8,22,0.72,9.1,2.6,2.3,0.3,36,32,0.3,252.5,20.4,74.9
1.2,1.5,18.2,16.7,0.54,16.6,2.2,2.1,0.1,37,24,0.7,19.9,19.5,76
1.2,1.2,14.5,13.3,0.51,18.4,2.1,2.1,0.1,39,19,0.5,50.4,19,77.3
1.5,1.3,16.3,15,0.59,13.5,2.3,2.1,0.1,39,23,0.4,311.6,19.1,77.5
1.7,1.7,21,19.3,0.63,11.3,2.2,2.2,0.1,41,26,0.4,48,19.2,77.4
1.5,5.5,25.2,19.6,0.74,7.9,2.5,2.2,0.2,42,27,0.2,302.7,19.2,79
1.7,11,31,20,0.88,9.2,2.5,2.2,0.2,43,31,0.5,333.6,19.6,75.5
1.9,15,34.4,19.4,0.87,14.3,2.4,2.2,0.2,42,29,0.5,75.1,21,70.3
1.7,10.6,30.7,20.1,0.87,23.8,2.4,2.1,0.2,42,29,0.7,345.1,22.6,64.9
1.4,7.5,27.2,19.7,0.82,32.7,2.3,2.1,0.2,43,24,0.9,332.3,24.4,59
1,5.5,19.9,14.4,0.79,45.6,2.2,2.1,0.1,40,21,1.2,303.4,25.6,54.8
1.2,3.5,15.9,12.4,0.68,60.8,2.1,2,0.1,51,27,1,345,26.6,52.4
1.3,3.5,17.3,13.8,0.74,64.7,2.1,2,0.1,50,23,1,321.4,27.8,49.9
1.4,2.7,17.6,14.9,0.71,65.2,2.1,2,0.1,51,24,1,327.3,28.1,50.3
1.5,4.2,23.1,18.9,0.83,55.3,2.2,2.1,0.1,76,37,1.3,319,25.8,59.4
1.2,3.6,22.2,18.6,0.8,41.9,2.2,2.1,0.2,80,32,0.9,335.2,23.8,66.5
0.9,2.6,22.7,20.1,0.74,33.8,2.2,2,0.1,71,29,0.7,12.9,22.7,70.9
0.9,2.5,28.5,26,0.94,24.9,2.5,2.1,0.3,74,31,0.6,316.3,22.3,73.1
1.3,6.5,39.8,33.3,1.05,15.7,2.6,2.2,0.4,82,37,0.4,255.2,22,75
1.7,10,43.3,33.2,1.01,12.8,2.6,2.2,0.4,85,31,0.5,201.6,21.5,77.3
1.1,7.9,38.7,30.9,0.98,11.7,2.5,2.3,0.2,78,39,0.5,193.2,21.1,79.7
1.4,2.6,27.8,25.2,0.79,16.1,2.3,2.1,0.2,70,39,0.6,29.2,20.7,80
1.7,3,29.1,26.2,0.81,12.5,2.3,2.1,0.2,71,31,0.4,84.6,20.5,80.8
1.2,5.1,30.5,25.4,0.84,7.6,2.4,2.2,0.2,71,35,0.8,203.3,20.2,83.6
1.1,1.7,21.2,19.5,0.7,14.5,2.5,2.3,0.2,72,41,0.4,212.6,20.4,82.4
1.1,2.4,20.1,17.7,0.68,16.8,2.4,2.2,0.2,71,42,0.7,197.5,20,84.2
1.2,1.9,19.1,17.2,0.7,12.9,2.4,2.2,0.2,69,39,0.5,205.6,20,84.6
1.1,1.6,18.3,16.7,0.7,11.6,2.6,2.3,0.3,80,47,0.4,302.5,20.1,84.1
1.3,2.4,19.8,17.4,0.72,12,2.5,2.3,0.3,83,45,0.3,291.5,20.1,83.4
1.3,8.6,30.5,21.9,0.95,8.1,2.6,2.3,0.3,87,46,0.3,182.5,20,84.3
1.6,29.5,54.8,25.4,1.23,7.1,2.7,2.3,0.3,94,49,0.6,184.3,20.5,82.7
2.4,14.6,36.7,22.1,0.93,14.9,2.6,2.3,0.3,94,50,0.6,235.5,21.8,76.9
3.1,9,30.2,21.1,0.74,27.3,2.5,2.3,0.2,96,52,0.8,300.2,23.7,68.6
2,7.3,28.9,21.6,0.83,37.9,2.5,2.2,0.3,80,50,0.9,298.8,24.9,64.6
2.9,6.2,26,19.8,0.82,43.2,2.3,2.1,0.2,97,52,0.9,284.5,25.9,62.8
2,4.2,22.1,17.8,0.87,53.7,2.2,2.1,0.1,108,56,1,295.6,26,62.4
2.2,3.4,21.1,17.6,0.84,63.6,2.3,2.1,0.2,102,56,1.1,307.4,26.2,61.2
3.3,3.6,24.2,20.7,1.01,56.1,2.3,2.1,0.2,92,61,1,304.4,26.3,59.9
5.3,3.7,26.7,22.9,0.96,46.1,2.3,2.1,0.3,100,66,1,297.1,24.6,65.2
5.1,4.4,33.2,28.8,0.95,39.1,2.3,2.1,0.2,96,62,0.5,260.1,24.4,66.6
3.7,5.2,37.7,32.5,1.08,34.2,2.3,2.1,0.2,85,61,0.4,241.2,23.7,70.2
2.8,4,35.9,31.9,1.1,31.3,2.4,2.1,0.3,91,66,0.3,272.3,23,73.8
2.5,2.9,34.1,31.2,1.1,27.5,2.4,2.1,0.2,116,76,0.2,303.8,22.8,74.8
2.5,6.9,42,35.1,1.26,18.9,2.5,2.2,0.3,118,80,0.4,184.8,23,74.8
2.4,8.7,44.1,35.5,1.26,12.5,2.5,2.2,0.3,120,78,0.5,197.6,23,75.1
2,14.1,46.6,32.5,1.29,10.3,2.5,2.2,0.3,113,71,0.5,186.3,23.2,75.3
1.5,9.1,39.8,30.7,1.23,8.8,2.5,2.3,0.2,110,73,0.3,168.5,22.9,77.1
1.2,3.2,29.7,26.5,1.02,10.7,2.5,2.3,0.2,97,65,0.1,183.4,22.6,77.6
1,2.2,25.7,23.5,0.88,12.8,2.7,2.4,0.3,95,69,0.2,249.8,22.2,79.5
1,2.4,23.7,21.4,0.85,11.8,2.9,2.6,0.3,101,71,0.2,188.9,21.7,82.9
1.1,2.2,19.7,17.6,0.8,12.5,2.9,2.5,0.4,93,68,0.3,321.7,21.3,83.7
1.1,1.4,19.1,17.6,0.81,11.2,3.1,2.6,0.5,86,63,0.2,40.4,21.2,82.8
1,3.5,21.7,18.2,0.88,7.6,3.1,2.8,0.4,98,72,0.2,185.2,20.7,86.5
0.9,4.9,22.8,17.9,0.81,11.3,2.6,2.3,0.2,77,56,0.3,97.9,20.6,82.9
1,12.8,31.5,18.7,1.03,10.9,2.6,2.3,0.3,82,55,0.4,201.6,21.3,79.2
2.8,8.4,27.9,19.6,0.86,18.5,2.4,2.2,0.2,75,50,0.4,107.2,23,72
1.2,9.3,22,12.8,0.71,29.8,2.1,2,0.1,44,24,1.8,179.6,26,53.4
1.2,6.8,19.4,12.6,0.62,32.1,2.1,2,0.1,41,20,1.6,208.1,26.3,52.2
0.5,2.5,15.5,13.1,0.71,37.5,2.2,2.1,0.1,32,10,1.3,14.9,19,82.4
0.5,2.4,13.7,11.2,0.63,38.4,2.1,2,-,12,8,1.6,20.5,18.1,89.9
0.6,2.7,15.9,13.1,0.62,33.5,2.1,2,0.1,14,8,0.9,16.2,18.6,86.2
0.7,3.6,17.7,14.1,0.66,31.7,2.1,2,0.1,10,8,0.7,22.6,19.7,79.3
1,4.5,25.1,20.6,0.8,24.1,2.1,2,0.1,20,9,0.5,44.5,20,78.6
0.8,5.6,22.6,17,0.86,21.3,2.1,2.1,0.1,21,9,0.7,122.9,19.9,81.4
0.8,9.6,27.4,17.8,0.91,13.4,2.2,2,0.1,22,10,0.8,219.7,20.3,82.9
0.9,15.7,40.3,24.6,1.17,6.8,2.4,2.1,0.3,32,11,0.5,314.1,20.5,82.7
0.9,16.1,44.2,28.1,1.22,4,2.6,2.3,0.3,31,19,0.4,320.6,20.6,82.6
1.1,24.9,56.5,31.6,1.35,3.3,2.8,2.3,0.5,42,29,0.3,12.3,20.9,81
0.9,3.5,25.1,21.7,0.67,13,2.2,2.1,0.1,37,19,0.6,21.4,20.4,80.9
1,2.6,25.2,22.6,0.65,12.3,2.2,2.1,0.1,35,23,0.2,1.1,19.9,83
0.8,2.2,23.7,21.5,0.59,10.9,2.2,2.1,0.1,40,23,0.4,24.8,19.4,83.7
0.8,4.1,26.4,22.3,0.82,5.6,2.4,2.2,0.2,34,22,0.3,200.6,18.9,86.4
0.8,5.2,25.9,20.7,0.85,4.7,2.5,2.4,0.1,34,24,0.4,175,18.2,90.9
0.6,7.9,25.7,17.8,0.76,4.2,2.5,2.3,0.2,29,24,0.2,302.9,17.9,92.2
0.9,2,16.9,14.9,0.54,12.7,2.3,2.2,0.1,32,20,0.4,16.7,17.8,86.1
0.7,1.5,14.2,12.7,0.5,14,2.1,2.1,0.1,25,14,0.2,28.7,17.7,83.1
0.6,5.4,22.6,17.2,0.63,7.4,2.3,2.1,0.2,27,18,0.1,138.9,17.3,85.4
0.8,22.2,43.3,21.1,0.97,6.6,2.4,2.1,0.3,29,22,0.1,9.9,17.2,85.1
1,37.6,56.9,19.2,1.5,5.8,2.4,2.1,0.3,41,21,0.4,103.9,18.1,83.5
1.1,25.5,49.3,23.9,1,13.2,2.4,2.1,0.3,38,21,0.4,66.4,20.2,68.5
1.1,13.9,36.9,23,0.77,22.7,2.2,2,0.2,38,22,0.8,1,22.1,60
1.2,8.7,27.6,19,0.5,33.2,2.3,2,0.4,40,17,1.2,316.5,23.6,55.2
1.1,9.2,28.8,19.6,0.57,43.1,2.5,2,0.4,38,16,1.5,297.9,24.3,54.9
1.1,3.8,18.8,15,0.66,58.5,2.6,2,0.6,39,22,0.9,316.5,25.7,48.9
1.1,3.3,19.9,16.7,0.7,66.7,2.4,2,0.4,38,20,1.2,305.8,26.3,47.7
1.4,4.6,25.5,20.9,0.82,72.4,2.8,2.1,0.7,52,28,1.5,303.9,26,50.9
1.6,3.8,25.8,22,0.83,72.8,3.3,2.1,1.2,54,24,1.2,305.4,26.1,49.6
1.6,2.9,25.6,22.7,0.86,67.4,3.1,2.2,1,54,28,0.9,320.9,25.8,50.3
1.6,2.5,32.7,30.2,1.08,53.3,2.5,2.1,0.4,62,32,0.6,358.8,24.4,55.9
1.6,2.7,38.2,35.5,1.22,37.9,2.7,2.2,0.5,64,33,0.3,18.9,23.1,60.4
2.3,16.8,69.2,52.3,1.73,16.8,4.8,2.4,2.4,77,40,0.6,197.3,22.5,64.5
2.1,19.8,70.6,50.8,1.33,11.4,3,2.4,0.6,86,41,0.6,195.4,21.8,70
2.5,5.6,49.3,43.7,1.14,11.8,3,2.4,0.6,93,50,0.2,314.6,21.4,71
4.3,8,54.7,46.7,1.23,7.5,3.2,2.4,0.7,80,45,0.3,252.8,21.1,71.8
3.8,16.5,64.7,48.2,1.33,3.5,3.4,2.7,0.7,89,49,0.5,183.2,20.6,74.9
3.6,10.7,54.6,43.9,1.23,4,3.2,2.6,0.6,87,52,0.6,204.4,19.9,77.9
1.9,6.3,45.7,39.4,1.03,4.1,3,2.5,0.5,74,45,0.5,180.6,19.9,77.6
1.1,2.8,28.5,25.7,0.74,12.4,2.7,2.4,0.4,69,40,0.2,57.5,20.2,75.7
0.9,1.2,17.4,16.2,0.54,17.9,2.5,2.2,0.3,48,29,0.3,80.4,20.1,74.7
0.7,1.4,19.9,18.6,0.86,12.2,-,-,-,56,24,0.3,303.5,20,77.6
1.7,-,-,-,1.07,3.3,3.4,2.8,0.6,68,38,0.4,168.7,19.4,80.7
2,28.2,60.2,32,1.13,-,3.2,2.6,0.5,77,46,0.3,90.1,19.5,80.6
1.8,44.7,77.7,33,1.87,5.6,3,2.3,0.6,58,32,0.5,176.8,20.3,74.6
2.7,44.8,79,34.2,1.37,6.6,3.2,2.4,0.8,78,39,0.5,190.1,20.9,72.6
2.3,16.7,48.3,31.5,0.8,19.7,2.9,2.2,0.6,61,35,0.5,4.8,22.7,64.1
2.4,14.2,45.8,31.5,0.78,28,2.8,2.3,0.6,73,41,0.7,248.2,24.2,58.4
2.4,14.1,45.5,31.4,0.7,39.2,2.7,2.2,0.5,70,43,0.9,189.9,25.3,54.1
3,6.7,34.1,27.4,0.74,59.9,2.7,2.1,0.6,69,42,1,201.3,26.6,49.2
2.1,10.3,42.1,31.8,0.91,58.6,2.9,2.2,0.7,89,45,1.1,197.3,26.8,51.7
3.3,4.3,35.4,31.1,1.18,71.8,3.9,2.5,1.4,108,61,1,253.6,26.3,58
4.6,2.2,30.1,27.9,0.94,66.1,3.8,2.4,1.4,95,54,1.4,306.3,24.5,66.1
3.3,2.7,31.3,28.6,0.92,58.9,3,2.2,0.8,80,48,0.7,311.1,24,67.9
2,4.4,33.9,29.6,1.01,41.4,2.8,2.1,0.7,101,56,1.2,336.7,21.6,75.5
0.8,2.2,20.1,18,0.73,42.8,2.4,2.1,0.3,72,47,1.3,12.2,18.6,79.3
0.5,2.4,17.1,14.7,0.63,40.7,2.3,2.1,0.2,35,15,1.6,13.3,17.5,80.9
0.4,2.1,15.9,13.8,0.68,37.3,2.2,2.1,0.1,17,18,1.7,26.4,17.6,80.6
0.2,2.3,20.9,18.6,0.79,29.3,2.3,2.1,0.2,22,12,0.5,4.3,17.9,84.1
0.6,4.5,26.9,22.5,0.9,22.7,2.5,2.3,0.3,26,19,0.5,151.7,17.6,90.2
0.4,2.2,16.2,14,0.81,24.9,2.4,2.1,0.2,32,24,0.4,180.9,17.7,91
0.4,1.1,12.9,11.7,0.71,25.5,2.5,2.2,0.3,28,24,0.5,324,17.8,90.9
0.4,0.8,16.3,15.4,0.81,19.7,2.6,2.3,0.3,26,20,0.7,46.6,18.3,90.8
-,1.2,15.7,14.5,0.75,20.2,2.6,2.3,0.3,23,17,0.5,218.7,18.7,90
1.4,2,16.2,14.3,0.88,16.9,2.8,2.4,0.4,42,25,0.4,165.8,18.4,93.5
0.9,1.2,14.9,13.6,0.66,17.5,2.6,2.4,0.2,26,24,0.3,73,18.4,94.8
0.9,2.1,17.8,15.7,0.56,21.5,2.4,2.2,0.2,19,16,0.4,51.6,18.7,93.4
1,11.4,34.4,23,0.74,10.7,2.5,2.2,0.3,19,14,0.1,121.7,19.1,91.4
1.2,21.6,47,25.4,1.28,7.2,2.5,2.1,0.4,24,19,0.5,55.3,19.6,90.5
1.8,39.2,71.7,32.6,1.68,7.8,3.3,2.2,1,35,19,0.6,301.6,20.8,86
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.6,14.6,54,39.4,1.22,31.7,2.9,2.1,0.7,49,33,0.4,116.2,24.7,68.7
2.4,8.2,41.3,33.2,0.96,45.5,3.1,2.1,1,52,30,1.1,0.4,25.7,63.8
-,-,-,-,-,-,2.4,2.3,0.2,-,-,1.3,4.5,23.1,70.2
1.4,7.3,27.8,20.6,-,-,2.2,2,0.2,-,-,1.3,337,22.9,70.1
1.2,7.4,27.6,20.2,-,29,2.3,2,0.2,42,14,1.4,11.2,22.8,68.9
1.1,6.5,25.9,19.3,0.65,33.1,2.3,2,0.3,34,22,1.2,3.3,23.1,66.6
1,3.4,20.6,17.1,0.64,36.2,2.2,2,0.2,34,14,1.5,19.7,22.2,66.1
1,3.1,24.6,21.4,0.8,31.3,2.3,2,0.2,28,14,1,16.7,21.8,66.5
0.9,4,27.8,23.9,0.86,25.8,2.4,2.1,0.3,34,13,0.9,5.8,21.3,70.1
0.9,4.9,28.1,23.2,0.82,24.7,2.3,2.1,0.3,36,16,1,4.4,20,78.5
0.9,4.3,27,22.7,0.77,25.8,2.3,2.1,0.2,34,18,0.8,14.2,18.9,82.2
0.8,7.1,38.8,31.7,0.87,14.1,2.3,2,0.3,30,15,0.3,118.3,19,85.7
0.8,2.6,24.3,21.6,0.68,17.3,2.3,2.1,0.3,27,14,0.5,39.4,18.9,87.5
0.7,2.2,18.6,16.3,0.62,19.3,2.2,2.1,0.2,25,11,0.3,20.1,18.9,88.1
0.7,1.3,20.9,19.5,0.78,20.4,2.4,2.2,0.2,20,8,0.5,339.4,18.9,86
1,1.2,13.5,12.3,0.6,26.8,2.2,2.1,0.1,18,11,0.7,17.2,18,85.7
0.9,0.9,11.6,10.7,-,27.5,2.2,2.1,0.1,18,10,0.6,4.9,17.7,85.3
-,1,12,10.9,0.64,32.3,-,-,-,9,3,0.8,349.3,16.6,89.6
0.6,1.2,11.3,10.1,0.61,36.3,-,-,-,16,4,0.7,11.1,16.2,89.4
0.7,-,-,-,0.63,34.5,2.3,2.2,0.1,16,4,0.5,310.6,16.3,89.5
0.8,2.4,19.5,17.1,0.68,-,2.2,2.2,0.1,16,5,0.7,342.8,16,87.7
0.8,5.3,36.2,30.9,0.98,19.2,2.3,2.2,0.2,18,11,0.4,40.5,16,90.9
0.8,14.3,49.7,35.4,1.27,17.5,2.5,2.1,0.3,28,11,0.9,357.1,16,90.5
0.8,5.7,36.3,30.7,0.8,25,2.3,2,0.3,22,14,0.8,22.6,15.7,86.9
1,8.8,43.4,34.6,0.88,18.2,2.5,2.1,0.4,29,14,0.7,345.6,15.9,88.5
1.2,8.1,43,34.9,0.94,20.2,3.1,2.2,0.9,29,14,0.5,309.9,15.3,91.8
1.1,6.4,37.2,30.8,0.71,24,2.9,2,0.8,25,14,0.5,359.3,15,91.9
0.9,8.4,40.9,32.5,0.82,23.7,2.8,2.1,0.7,27,17,0.7,306.7,15.4,90.1
0.9,4.8,34.5,29.7,0.76,24.8,2.4,2.1,0.3,34,19,0.8,22.6,15.5,88.7
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0.8,4.6,33.2,28.6,0.85,29.3,2.4,2.1,0.3,38,29,1,20.3,14,90.4
0.8,3.7,34.6,31,0.97,28.5,2.5,2.1,0.4,27,16,0.6,22.7,13.9,90.4
0.8,5.4,42.5,37.1,1.03,20.4,2.6,2.2,0.4,25,15,0.6,13.3,14.4,91.1
0.7,2.8,34.5,31.7,0.93,23.5,2.7,2.2,0.5,20,16,0.6,334.7,14.7,87.8
0.7,3.4,31.8,28.4,0.88,26.1,2.6,2.2,0.4,28,18,0.7,335.5,14.3,88.9
0.7,1.7,25.2,23.5,0.77,31.2,2.3,2.1,0.2,29,19,0.8,10.8,14.1,90.1
0.8,1.2,20.1,18.9,0.68,35.9,2.2,2.1,0.1,30,24,0.7,327.4,13.7,89.9
0.8,1.1,14.6,13.5,0.67,41.7,2.2,2.1,0.1,32,19,0.6,9.7,13.3,90.7
0.8,1,13.2,12.2,0.67,41.7,2.3,2.1,0.2,31,22,0.4,319,13.3,90.3
0.8,0.9,13.3,12.5,0.6,39.2,2.3,2.2,0.1,29,11,0.6,348,13.3,91.5
1.1,0.9,11.3,10.3,0.54,44.5,2.2,2.1,-,29,19,0.7,5.6,13,91
0.9,1.4,11.3,9.9,0.67,41.1,2.3,2.2,0.1,25,14,0.3,110.4,13,92.1
1,0.9,14.5,13.5,0.75,36.6,2.4,2.2,0.2,31,20,0.3,325.3,13.2,93.4
1,5.3,28.8,23.4,1.15,23.4,2.5,2.3,0.2,33,15,0.3,70.1,13.5,93.9
1.1,9.9,40.2,30.3,1.33,17.6,2.7,2.3,0.4,32,21,0.3,327.8,13.9,93.6
1.3,14.4,51.8,37.3,1.22,12.3,2.7,2.3,0.4,32,21,0.4,20.6,14.4,91.6
1.1,19.9,62.6,42.7,1.33,10.7,2.7,2.3,0.4,35,27,0.5,34.4,14.9,91.1
1.7,32.1,77.9,45.8,1.41,9,3,2.3,0.8,49,30,0.2,110.1,15.6,90.3
1.5,18.5,61.4,42.9,1.16,12,2.9,2.3,0.6,53,31,0.9,309.4,16,90.3
1.5,18.8,59.3,40.5,1,14.7,2.7,2.2,0.5,46,27,0.6,6.7,16.2,91.2
1.4,24.5,65.9,41.4,1.1,16,2.8,2.2,0.6,47,27,0.6,75.7,17.5,91.1
2.9,16.2,58.8,42.6,1.03,20.5,3.5,2.2,1.3,47,30,0.9,314,18.9,84
1.2,7.1,35.3,28.2,0.66,28.2,2.4,2.1,0.4,41,18,0.9,14.9,19,80.1
1,6.5,31.6,25.1,0.74,26.7,2.4,2.1,0.3,30,14,0.7,32.6,18.7,78.4
1.4,10.6,46.9,36.3,1.18,15.7,2.6,2.1,0.4,35,18,0.5,341,18.6,78.2
1.3,4.7,41.6,37,1.07,11.4,2.5,2.1,0.4,29,14,0.7,17,18,81
1.1,4.9,37.2,32.3,0.95,11.5,2.4,2.1,0.3,33,14,0.6,15,17.7,81.9
1,5.1,36.1,31,0.8,10.5,2.3,2.1,0.3,32,19,0.3,357,17.7,82.3
1.1,5.2,38.1,32.9,0.75,7.5,2.4,2.1,0.3,41,23,0.4,32,17.1,86.5
1.2,13.2,47,33.9,0.84,5.1,2.5,2.2,0.4,36,29,0.2,149,16.8,90.9
1.1,8.6,42,33.4,0.87,3.9,2.8,2.2,0.6,44,28,0.3,299,16.8,92.3
0.9,11.9,44.9,33,1.06,3.2,2.8,2.3,0.4,32,24,0.4,21,16.8,94
0.8,15.6,48.3,32.7,1.11,2.9,2.8,2.4,0.4,42,21,0.3,160,16.8,95.6
0.7,6.9,33.8,26.9,0.99,3.8,2.9,2.4,0.5,29,21,0.3,244,16.8,96.6
0.7,4.8,31.3,26.5,0.98,3.8,2.8,2.4,0.4,33,19,0.3,323,16.9,96.9
0.7,6.2,31.7,25.4,0.88,3.5,2.9,2.5,0.4,30,17,0.5,51,17,97.4
0.6,5.5,28.9,23.4,0.82,5.2,2.9,2.4,0.6,18,8,0.2,316,17.3,97.8
0.7,26.9,52.1,25.2,0.95,4.1,2.9,2.3,0.5,24,15,0.2,61,17.6,97.8
0.6,21.5,48,26.5,1.19,5.8,2.6,2.1,0.4,17,6,0.2,359,18,97.1
1.4,66.1,99.1,33,1.53,3.8,3.3,2.5,0.8,32,14,0.4,200,18.3,96.2
1.4,34.8,72,37.2,1.02,5.5,3.1,2.3,0.7,27,10,0.5,0,18.4,96.3
1.1,22.6,59.8,37.2,0.96,7.2,2.7,2.2,0.5,30,14,0.5,349,18.6,95.8
0.8,20.1,54.3,34.2,0.99,14.2,2.6,2.1,0.5,21,18,0.5,349,19.5,92.6
1.9,14.3,46.9,32.6,0.85,15.5,2.6,2.1,0.5,26,10,0.7,338,19.5,91.9
0.8,12.6,43.1,30.5,0.9,20.7,2.5,2,0.5,24,14,0.4,45,20.6,88.6
1.4,9.6,47.4,37.7,1.11,16.1,2.8,2.1,0.7,36,16,0.5,332,20.8,86.4
0.7,12.5,52.5,40,1.15,9,2.6,2.2,0.4,29,15,0.3,359,20.6,89.3
0.8,10.2,43.9,33.7,0.87,10.9,2.5,2.1,0.4,26,10,0.7,358,20,91.5
0.8,16.6,51.7,35.1,0.97,10.7,2.5,2.1,0.4,25,8,0.6,343,19.6,93.5
1,22,61.1,39.1,1.17,6,3,2.2,0.8,28,14,0.5,258,19.5,94.8
0.7,19.8,58,38.3,1.07,4.6,2.7,2.2,0.5,20,13,0.5,134,19.4,96.5
0.6,9.1,39.5,30.4,0.85,6.6,2.8,2.2,0.6,20,7,0.3,309,19.7,96
0.6,21.7,56.2,34.5,1.06,3.6,2.8,2.3,0.5,23,14,0.2,326,19.7,96.3
0.6,21.3,54.5,33.2,1.1,3.3,3,2.4,0.6,24,11,0.1,338,19.7,96.4
0.6,14.7,44.5,29.7,1.02,3.3,3.2,2.5,0.7,27,18,0.1,338,19.7,96.6
