SO2,NO,NOx,NO2,CO,O3,THC,CH4,NMHC,PM10,PM2.5,WS,WD,AT,RH 
2.6,9.3,39.6,30.3,1.18,25.1,2.5,2.1,0.4,91,49,0.8,192.9,25.4,62.8
3.3,13,44.2,31.2,1.16,19,2.3,2.1,0.2,92,44,1.2,180.8,24.5,67.7
3.2,11,42.6,31.7,1.08,17.9,2.4,2.1,0.3,88,47,0.6,165.3,24.2,67
3.1,8.4,34.2,25.8,0.68,21.3,2.3,2.1,0.2,82,48,0.5,149.2,24.1,65.3
3.4,6.4,29.7,23.3,0.77,22.4,2.2,2,0.2,85,50,0.6,188.4,24.1,65.4
4.4,3,21,17.9,0.89,23.8,2.3,2.1,0.2,82,51,0.7,202.5,23.9,67.8
4,2.4,20.3,17.9,0.77,18.1,2.4,2.2,0.2,77,45,0.5,204.4,23.6,70.5
3.9,2,16.4,14.4,0.67,23.1,2.3,2.2,0.1,69,54,0.4,140.7,23.4,67.1
2.8,1.1,12,10.9,0.62,28.4,2.2,2.1,0.1,64,42,0.4,96.2,23.2,65.4
2.6,0.5,10.4,9.9,0.59,29,2.3,2.2,0.1,57,42,0.4,48.8,22.8,65.8
2.6,2.7,23.6,20.9,0.69,23.9,2.3,2.2,0.2,59,45,0.4,124.9,22.4,65.9
2.7,2.1,22.9,20.8,0.75,21,2.3,2.1,0.2,63,45,0.5,69.9,22.1,67.3
2.3,4.6,24.4,19.8,0.8,23.3,2.3,2.1,0.2,66,48,0.5,59.9,22.7,65.8
2.4,9.2,32.4,23.2,1.25,24.3,2.3,2,0.2,70,49,0.7,184.5,23.6,63.4
2.5,5.3,24.1,18.9,1.15,37.1,2.3,2,0.3,71,51,0.5,184.5,24.4,59.6
2.5,3.7,17.7,14,0.75,48.5,2.4,2,0.4,67,44,0.7,203.5,25.1,57.2
2.3,6.8,24.4,17.6,0.82,51.4,2.1,2.1,0.1,62,44,1.3,166.7,26.5,51.9
2.2,4.4,18.8,14.3,0.69,59.2,2.2,2.1,0.2,63,43,1.5,190.6,27.8,47.6
2.9,1.9,13,11,0.62,64.4,2.3,2.1,0.2,75,51,1.3,264.9,28.7,47.9
3.4,1.8,13.7,11.9,0.78,68.3,2.2,2.1,0.1,82,50,1.4,302.8,28.1,51.6
5.7,2.6,18.5,15.8,0.84,65.5,2.2,2.1,0.1,92,60,1.4,304.9,27.9,53
4.5,2.1,17,14.9,0.86,60.4,2.2,2.1,0.1,81,53,0.9,323.4,26.9,55.5
3.7,2.6,27.6,24.9,1.02,45.7,2.3,2.1,0.2,80,67,0.7,106.3,24.9,66.8
3.1,8.1,41.3,33.2,1.25,27.7,2.4,2.1,0.3,88,61,0.6,105,24.8,67.5
3.7,3.1,30.6,27.4,1.09,26.5,2.3,2.1,0.3,121,93,0.6,83.4,24.6,66.8
2.4,4.7,27.8,23.1,0.88,22.6,2.3,2.1,0.2,71,57,0.6,86.7,24.1,69.2
2.3,3.6,25.8,22.2,0.83,23,2.3,2.1,0.2,68,58,0.5,94.8,23.9,68.5
2.1,5.3,28.1,22.8,0.95,16.7,2.3,2.1,0.1,74,57,0.4,106.6,23.5,69.7
1.9,1.7,16.6,14.9,0.68,25.3,2.2,2.1,0.1,61,48,0.6,86.3,22.9,69.2
2.2,0.8,11.8,11,0.54,25.6,2.5,2.1,0.3,58,46,0.5,44.2,22.4,70.5
2.3,0.5,10.2,9.7,0.52,25.4,2.3,2.2,0.2,53,43,0.4,52.3,21.9,71.7
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.9,0.8,8.6,7.8,0.64,25,2.3,2.1,0.2,56,42,0.4,67.3,21.5,72.8
2,1.5,10.7,9.2,0.7,22.5,2.5,2.2,0.3,63,54,0.5,137.7,21.8,72.1
1.8,0.8,11.6,10.8,0.56,19.2,2.3,2.1,0.1,56,47,0.5,52.1,21.4,74.5
1.9,0.8,13.5,12.7,0.59,16.7,2.3,2.2,0.1,66,54,0.2,72,21.6,74.8
2.3,7,34.1,27.1,0.91,12.7,2.3,2.1,0.2,86,72,0.1,94,22,74.7
2.6,24.9,55,30.1,1.76,19.9,2.4,2.1,0.4,96,59,0.8,182.2,23.2,69.6
3.4,19.2,46.3,27.1,1.2,31.4,-,-,-,88,57,1.3,183.5,24.4,63.9
3.1,11.1,33.5,22.4,0.78,40.7,2.3,2,0.3,70,56,0.9,198.7,25.9,55.4
2.8,4.2,19.1,14.9,0.57,53.7,2.6,2,0.6,77,47,1,290.4,26.2,54
3.1,5,25.5,20.6,0.74,57.2,2.4,2.1,0.4,90,60,1,248,27.1,53.6
3.3,2.5,17.1,14.5,0.94,65.8,3.1,2.1,1,88,63,1.3,307.2,26.6,57.8
3.4,2.5,16.3,13.9,1.01,47.9,2.8,2.1,0.7,82,61,1.1,301.5,27.7,53.9
-,29,41.9,12.9,0.59,48.6,-,-,-,85,45,1.6,304.2,27.4,51.2
3.5,54.1,69.7,15.5,-,-,3,1.9,1.1,56,38,1.2,308.5,27.4,46.6
3.3,3.1,20.2,17.1,0.65,38.8,2.6,1.9,0.7,52,41,1,310.2,27.2,43.9
5.5,3.5,30.4,26.9,0.98,30.5,3.3,2,1.4,55,39,0.7,310.7,26.4,45.8
8,7,48.5,41.5,1.38,13.7,2.5,2.1,0.4,84,52,0.3,300.5,25.1,58.2
9.9,23,73.6,50.6,1.69,6,2.5,2.1,0.4,97,58,0.6,183,24.7,61.8
6.8,14.4,56,41.6,1.48,8.6,2.5,2.1,0.4,76,53,0.6,153.2,24.5,57.5
3.8,3.6,35.4,31.8,1.17,11.1,2.4,2.1,0.3,61,37,0.4,62.8,23.7,59.4
3.3,3.5,27.6,24.1,1,14.1,2.4,2.1,0.3,56,42,0.4,56.1,22.7,62.4
2.6,1.5,22.4,20.8,0.88,16.9,2.3,2.1,0.2,51,41,0.5,44,22.3,63.1
3,1.2,18.4,17.2,0.83,17.7,2.4,2.1,0.2,53,36,0.3,58.2,22,64.4
2.3,1.7,17.8,16.1,0.77,15.9,2.5,2.2,0.3,51,39,0.3,133.1,21.7,67.1
1.8,1.4,19.5,18.1,0.89,11.6,2.5,2.2,0.2,55,45,0.1,117,21.5,69.1
1.9,1,17.1,16,0.79,12.1,2.7,2.3,0.4,55,51,0.3,81.8,21.8,67.7
1.9,2.7,22.2,19.5,0.77,11.2,2.4,2.2,0.2,51,42,0.3,105.4,21.9,66.1
1.8,5,25.5,20.5,0.83,7.8,2.4,2.1,0.3,53,44,0.3,76.6,21.9,66
1.9,9.6,29.8,20.2,1.02,7.1,2.6,2.2,0.4,54,40,0.5,51.6,21.5,68.6
2.8,17.2,42.6,25.4,1.48,10.6,2.7,2.1,0.5,64,46,0.4,52.6,23,62.9
3.5,12,32.4,20.4,1.07,28.2,2.3,2.1,0.3,59,41,0.8,211.5,25.3,55.4
3.2,8.4,28.6,20.2,0.94,43,2.3,2.1,0.3,67,48,0.9,205.4,26.7,50.7
3.6,4.1,24.5,20.5,0.88,47.8,2.9,2.1,0.8,77,51,0.8,304.5,26.9,50.9
3.2,2.3,17.4,15.2,0.9,53.7,3.2,2.1,1.1,69,45,0.6,311.5,27,49.5
3.5,3.1,19,15.8,0.82,47.9,3,2,1,65,43,0.8,301.2,27,51.7
3.6,2.8,16,13.2,0.71,46.1,2.7,2,0.7,68,43,1.1,306.3,27.4,51.4
3.8,3.7,17.7,13.9,0.71,41.7,2.6,2,0.6,68,39,1.1,306.5,27.6,50.4
3.8,4.5,22.2,17.7,0.79,34.9,3.2,2,1.3,70,43,1,308.5,27.1,51.6
6.4,5.1,32.2,27.1,1.06,23.5,3.1,2,1.1,71,42,0.8,305.3,26.2,52.9
10,11.4,50.8,39.4,1.37,7.2,2.8,2.1,0.7,79,48,0.4,312.4,25.3,59.3
6.3,20.9,58.7,37.9,1.59,10.6,2.6,2.1,0.5,82,51,0.7,185.6,24.8,62.6
6.5,26.5,65.5,39,1.67,4,2.7,2.1,0.5,94,61,0.6,170.2,24.1,66.4
3.4,9.3,41.9,32.6,1.32,4.3,2.6,2.2,0.4,74,51,0.3,63.6,23.2,67.2
2.9,7,30.5,23.5,1.05,8.2,2.4,2.1,0.3,67,49,0.5,66.3,22.7,69.2
2.4,4.4,26.9,22.6,0.97,8.1,2.4,2.1,0.3,65,56,0.5,53.6,22.2,71.2
2.8,2.2,19.6,17.4,0.86,10.1,2.4,2.1,0.3,65,49,0.4,60.6,21.8,72.6
2.3,1.5,16.5,15,0.84,9.8,2.5,2.1,0.3,64,48,0.4,81.6,21.6,73.7
2.4,1.3,15.8,14.4,0.89,8,2.5,2.1,0.4,67,56,0.2,89.8,21.2,75
2,4.3,20.4,16.1,0.9,6.8,2.4,2.2,0.2,69,47,0.3,155.1,21,75.8
2,4,23.1,19.1,0.87,5.3,2.5,2.2,0.3,60,55,0.1,91.3,20.9,76.2
1.6,2.9,17.7,14.8,0.82,7,2.5,2.2,0.2,57,50,0.5,84.2,20.9,74.6
1.5,4.7,19.5,14.8,0.88,9.2,2.3,2.1,0.2,57,45,0.4,52,21.3,72.1
1.9,13.2,32.7,19.4,1.25,9.9,2.5,2.2,0.3,62,52,0.3,125.5,22.3,69
2,8.4,29.3,20.8,1.06,21.8,-,-,-,61,45,0.3,87.8,24.3,58.9
2.1,5.7,29.6,23.9,1.16,41.9,2.5,2.2,0.3,68,54,0.6,15.9,26.3,52.6
2.8,5.4,27.2,21.8,1,43.7,2.4,2.1,0.3,73,47,0.7,326.5,27.4,50.5
4.5,4.3,25.8,21.5,1.01,45.5,2.3,2,0.2,81,50,0.6,305.9,27.4,51.8
6.5,3,23,20,1.04,48.1,2.2,2,0.2,87,52,0.9,305.8,27,52.7
8.6,5.2,26.6,21.4,1.04,44.2,2.2,2.1,0.1,79,45,1,300.7,28,49.4
11.2,7.7,30.4,22.7,1.03,35.2,2.2,2.1,0.2,68,45,1.1,303.3,29.3,44.8
11.2,7.6,31.9,24.2,1.11,33.5,2.3,2,0.2,70,42,1.3,300,28.9,44.1
4.3,3.7,21.3,17.6,0.93,39.2,2.2,2,0.2,63,37,0.9,302.8,28.4,45.2
1.6,2.9,18.4,15.5,0.91,35.9,2.2,2,0.2,62,33,0.6,11.7,27.1,48.8
1.7,1.8,19.1,17.2,0.9,30.9,2.2,2,0.2,52,36,0.6,22.3,26.1,52.5
1.8,1.8,20.9,19,0.91,26.8,2.3,2.1,0.2,56,35,0.4,22.6,25.6,54.4
2.3,2.7,28.3,25.6,1.03,17.3,2.5,2.1,0.4,66,42,0.6,53.8,25.1,58.7
2.3,4.5,29.2,24.7,1.09,10.4,2.8,2.2,0.6,72,52,0.5,73.3,23.8,64.6
1.7,5.3,30.4,25.1,1.09,8.6,2.6,2.1,0.5,58,35,0.3,92.1,23.1,67.7
1.6,4,24.5,20.5,1.04,10.7,2.6,2.2,0.3,62,45,0.2,133.7,22.8,68.7
1.6,4.3,24.7,20.4,1.1,6.8,2.6,2.3,0.3,56,47,0.3,91.4,22.4,70.6
1.6,2.4,19.2,16.8,0.9,7.9,2.7,2.3,0.3,59,48,0.2,197.3,22,72.4
2,1.1,17.2,16.1,0.86,8.4,2.6,2.3,0.3,58,47,0.2,299.3,22.2,72.3
1.8,2,17.3,15.3,0.84,8.9,2.7,2.4,0.3,58,48,0.3,144,22.3,72.5
1.9,1.4,12.7,11.3,0.77,13.4,2.9,2.2,0.8,56,44,0.2,87.7,22.6,70.5
1.9,3.5,23.9,20.4,0.97,3.7,2.9,2.6,0.3,57,44,0.2,204.2,22.7,71.9
2,23.4,43.2,19.8,1.33,5.6,2.9,2.5,0.4,68,56,0.5,186.9,22.4,73.4
2.2,13.4,31.7,18.3,1.31,9.5,2.7,2.4,0.3,71,54,0.5,200.3,23.2,70.2
2.2,11.5,31.5,20,1.14,21.8,2.5,2.3,0.2,72,56,0.8,175.9,24.8,63.2
2.3,4.9,19.3,14.3,0.97,42.3,2.3,2.2,0.1,68,53,0.8,199.1,26.4,55.4
2.5,2.8,14.4,11.6,0.97,62.8,2.1,2.1,0.1,68,52,1,210.7,27.4,50.8
2.5,3.1,16.1,13.1,0.95,73.9,2.1,2,0.1,65,50,0.9,205,29.3,43.8
2.7,1.6,12.5,10.9,0.89,75.5,2.1,2,0.1,72,52,1.1,294.6,29.8,44.8
3.2,1.2,11.5,10.3,0.88,70.4,2,2,0.1,73,56,1.2,302.9,29.3,49.7
5.1,2.4,15.4,13,0.96,62.6,2,1.9,-,67,50,1.7,295.5,29.1,49
2.8,2.5,14.1,11.6,0.83,48.4,2,1.9,0.1,63,42,1,336.8,28.2,47.7
1.9,2.4,14.9,12.5,0.87,41.6,2.1,2,0.1,58,40,0.8,351.3,27.5,49.2
1.8,1.8,14.2,12.3,0.89,38,2.1,2,0.1,53,38,0.7,20.6,26.9,49.6
1.8,1.7,17.7,16,0.99,33.3,2.1,2,0.2,49,36,0.4,331.4,26.9,48.1
2.2,1.2,21.5,20.4,1.02,25.2,2.2,2.1,0.1,59,42,0.5,309.3,26.6,51
3.5,1.9,27.7,25.8,1.1,16,2.3,2.1,0.2,59,40,0.3,306.9,26.3,53.7
3.2,9.7,38.3,28.6,1.47,10,2.4,2.2,0.2,70,53,0.5,187.1,25.9,57.3
2.6,5.5,29.9,24.3,1.12,11.6,2.4,2.1,0.2,60,42,0.3,84.1,25.2,59.3
2.1,2.3,21.7,19.4,1.03,14.8,2.4,2.2,0.2,55,40,0.4,181.1,24.5,61.7
2.3,3.8,24.4,20.5,1.26,10.1,2.5,2.3,0.2,59,52,0.3,179.7,24,64.6
1.8,0.9,16.5,15.5,0.87,15.1,2.4,2.2,0.2,49,41,0.3,72,23.6,63.9
1.9,0.9,12.3,11.4,0.85,15.8,2.5,2.2,0.3,51,40,0.6,56.1,23.2,65.3
2.3,0.9,11.7,10.8,0.8,17.1,2.5,2.2,0.3,49,34,0.3,53.8,23,65.7
2.4,1.5,14.5,13,1.21,12.2,2.7,2.5,0.2,57,51,0.6,192.6,22.8,69.8
2.4,1.8,17.9,16.1,0.82,9.4,2.4,2.3,0.1,50,43,0.3,95.3,23,67.6
2.5,7.7,25.1,17.5,1.01,10.9,2.4,2.2,0.2,48,42,0.2,194.2,23.5,65.8
3.1,19.6,41.1,21.4,1.47,11.7,2.5,2.2,0.3,64,54,0.5,109.7,24.1,63.5
2.8,5.7,26.7,21,1,27.7,2.2,2.1,0.1,60,47,0.4,28.5,26.2,53.4
3.3,4.6,23.3,18.7,0.98,41.1,2.3,2.1,0.2,53,40,0.6,174,27.3,53.5
3.6,3.6,21.1,17.5,0.92,47.5,2.2,2,0.1,60,42,0.7,15.3,28.4,49.3
4.9,3.7,23.1,19.4,0.88,33.9,2.2,2.1,0.2,68,40,1,312.1,27.9,52.4
2.6,3.1,15.3,12.2,0.88,34.6,2.2,2.1,0.1,64,29,1.4,334.9,26.1,57.8
2.2,3.2,16.4,13.2,0.94,32,2.2,2.1,0.1,58,25,1.3,11.4,24.5,59
2.2,4,17.9,13.9,0.95,34.3,2.2,2,0.2,50,23,1.3,358.3,24.8,54.6
2.2,3.9,16.9,13.1,0.87,35.1,2.2,2.1,0.1,59,14,2.1,23.8,23,56.6
2,3,17,14,0.83,34.4,2.2,2.1,0.1,43,18,1.7,20.4,21.4,58.3
2,2.2,16.4,14.2,0.86,34.4,2.2,2.1,0.1,28,12,1.8,19.1,20.3,59.7
2,2.1,17.5,15.4,0.95,31.9,2.2,2.1,0.1,25,17,1.6,20.7,19.4,60.5
2,1.5,18,16.6,0.98,31.8,2.2,2.1,0.1,20,15,1.6,23,18.9,59.2
2,1.5,16.4,14.9,0.79,35.4,2.1,2,0.1,23,18,2,20.2,18.3,59.4
1.9,1.3,14.4,13.1,0.73,37.6,2.1,2,0.1,90,43,1.9,18.3,17.3,59.2
1.8,0.8,12.4,11.7,0.63,41.9,2.1,2,-,94,43,1.5,28.4,17.6,51.7
1.8,0.8,10.8,10,0.59,45.3,2.1,2,-,89,37,2,23.7,17.4,49.1
1.9,0.9,9.3,8.4,0.65,46.9,2.1,2.1,-,63,38,2,24.4,17.1,48.6
1.9,0.7,7.8,7.1,0.59,49.7,2.1,2.1,-,57,25,2.3,33,16.9,47.2
1.9,0.6,7.1,6.5,0.6,50.2,2.1,2.1,-,47,21,2.2,35.1,16.7,47.4
1.9,0.5,6.8,6.3,0.57,47.8,2.1,2.1,-,36,23,1.7,36.4,16.9,48.7
2,0.8,7.7,6.9,0.57,44.7,2.1,2.1,-,36,26,1.1,53.9,17.3,49
1.9,0.6,9.9,9.3,0.53,47.6,2.1,2,-,49,27,1.5,44.5,17.9,41.9
2,1.2,13.4,12.1,0.57,43.4,2.1,2,-,48,23,0.9,51.1,17.9,42.7
2.1,6.2,29.1,22.9,0.97,33.6,2.2,2.1,0.1,50,29,0.7,187.9,18.2,44.5
2.5,12.6,40,27.4,1.16,18.9,2.2,2.1,0.1,66,38,1,198.4,17.4,57.1
2.8,6.7,27.1,20.4,1.01,30.4,2.2,2.1,0.1,56,31,1.3,251.4,17.2,53.9
2.5,2.6,23.9,21.3,0.8,33.3,2.2,2.1,0.1,37,26,0.9,31.2,17.3,52.4
2.3,2.7,19.9,17.2,0.77,34.8,2.2,2.1,0.1,37,24,1.1,20.5,17.4,52.6
2.3,2.5,17.6,15.1,0.78,38.9,2.2,2.1,0.1,42,24,1.2,26,17.3,51.7
2.2,2.2,15.9,13.7,0.75,40.1,2.2,2.1,0.1,58,33,1.6,31.8,17.3,52.3
2.1,2.8,16,13.2,0.76,40.1,2.1,2.1,0.1,73,37,1.1,22.1,17.4,51.9
2.2,2.3,14.9,12.6,0.82,39.5,2.2,2.1,0.1,71,38,1.2,22.3,17.9,51.1
2.2,1.9,15,13.1,0.82,39.6,2.2,2.1,0.1,81,44,1.1,21.7,18,50.2
2.5,2.3,20.5,18.2,0.88,40.1,2.3,2.2,0.1,102,47,1.1,22.3,17.7,48.1
2.8,2.2,22.2,20,0.84,40.7,2.3,2.2,0.1,103,46,1.2,30.2,17.2,46.4
2.7,2,20.9,18.9,0.85,37.7,2.3,2.2,0.1,92,46,0.6,15.7,17.3,47.1
2.8,1.7,22.8,21.1,0.85,38.5,2.3,2.2,0.1,90,39,0.8,32.4,17.2,43.1
2.7,1.4,18.8,17.4,0.77,39.2,2.2,2.1,0.1,80,37,0.9,33.4,17.1,42.5
2.6,1.1,18.3,17.1,0.71,34.7,2.2,2.1,0.1,75,38,0.8,34.3,16.9,47.7
2.5,0.7,16.2,15.5,0.72,31.1,2.2,2.1,0.1,80,46,0.8,42.8,16.8,52.2
2.5,0.5,13.4,12.9,0.74,29.3,2.2,2.1,0.1,76,49,0.5,32,16.8,55.2
2.4,0.8,12.7,11.9,0.75,28.5,2.2,2.1,0.1,72,39,0.4,50.4,16.8,53.1
2,0.8,11.8,10.9,0.76,27.6,2.2,2.1,0.1,59,38,0.5,66.3,16.8,52
2.2,1.6,16.5,15,0.75,23,2.4,2.2,0.2,63,40,0.6,192.5,16.6,50.2
2.4,2.3,21,18.7,0.78,23.6,2.5,2.3,0.2,56,34,0.6,188.7,16.3,42.5
2.3,2.2,22.8,20.6,0.8,18.4,2.5,2.3,0.2,59,37,0.4,210.6,15.7,49.1
3.1,7.1,30.5,23.5,1.2,20.1,2.5,2.3,0.2,62,43,0.2,185.1,16.1,44.8
2.8,12.3,34,21.8,1,18.9,2.5,2.3,0.2,68,43,0.6,112.3,17.9,48
2.3,4.9,18.3,13.4,0.86,30,2.2,2.1,0.1,52,36,0.6,201.8,20,50
2.5,5.8,20.1,14.4,0.93,35.2,2.2,2.1,0.1,50,33,0.9,216.9,22.4,49
2.3,4,15.9,11.9,0.93,51.8,2.1,2,0.1,54,31,1.5,214.2,24.1,43.4
2.7,4.1,17.8,13.8,1.01,59,2.1,2,0.1,58,32,1.7,208.8,24.5,41.3
2.8,4.1,17.3,13.2,0.81,67.1,2.2,2.1,0.1,67,35,1.8,213.9,25.2,36.8
3,2,14.3,12.3,0.64,69,2.1,2.1,-,53,29,1.2,271.1,25.9,34.2
2.8,2.6,13.6,11.1,0.73,69.3,2.2,2.1,0.1,54,25,1.1,285,25.5,37.8
2.6,2,13.9,11.9,0.76,70.9,2.1,2.1,-,61,32,1,287.3,25.2,39.3
3.1,1.1,11.3,10.2,0.75,73.4,2.1,2,-,59,27,1.2,302.4,23.8,42.3
3.5,1.4,18.8,17.4,0.9,62.4,2.1,2,0.1,60,35,0.5,263.2,23.1,44.6
4.1,3.2,30.5,27.4,1.44,47,2.2,2.1,0.2,67,36,0.4,213.6,22.1,47.9
4.9,6,39.2,33.2,1.36,36.3,2.3,2.1,0.2,82,45,0.3,238.3,21.1,56.6
4.1,11.6,52.3,40.8,1.33,25,2.4,2.1,0.2,89,54,0.7,189.6,20.4,60.4
3.8,5.4,42.6,37.2,1.19,20,2.4,2.2,0.2,69,43,0.4,90.6,19.5,61.7
3,1.6,24.5,22.9,0.85,30.9,2.4,2.2,0.2,59,38,0.5,55.1,18.6,64.4
2.9,1.9,19.3,17.5,0.79,34.6,2.3,2.2,0.1,55,34,0.4,89.6,18,66.4
2.5,0.7,14.5,13.7,0.8,34.2,2.3,2.2,0.1,50,36,0.3,94.9,17.6,65.9
2.5,1.4,18.8,17.4,0.76,23.3,2.5,2.3,0.2,58,41,0.3,215.9,17.2,68.5
2.1,0.8,11.6,10.9,0.24,28.7,2.4,2.3,0.1,40,29,0.2,278.7,16.8,70.4
3.1,1.2,13.1,12,0.39,27,2.4,2.3,0.1,45,33,0.2,121.9,16.7,70.2
1.4,0.5,11.5,10.9,0.66,22.6,2.4,2.3,0.1,38,28,0.5,87.2,16.3,69.1
1.6,1.9,18.5,16.6,0.75,21.2,2.4,2.2,0.1,39,34,0.4,89.8,15.9,69.8
1.7,9.8,35.7,25.9,1.02,11.6,2.5,2.2,0.3,42,34,0.4,74.3,16.7,66.9
2.3,19,47.9,28.8,1.39,18.2,2.5,2.1,0.4,52,35,0.4,87.4,19,56.1
2.3,21.4,47.2,25.8,1.31,28.8,2.4,2.1,0.3,53,37,0.8,183.9,20.8,48
2.6,12.5,34.6,22.1,0.75,39.3,2.3,2,0.2,51,27,0.9,225.1,22.5,42.2
2.3,3.9,20.3,16.3,0.69,57.8,2.3,2.1,0.2,46,27,0.7,297,24.3,34.7
2.5,6,26.3,20.3,0.77,64.5,2.5,2.1,0.4,47,31,0.9,276.6,25,34.3
3.6,5.3,27.6,22.3,0.89,71.3,2.3,2.1,0.2,55,32,1.2,232.2,26,31.7
4.3,3.4,24.9,21.4,0.78,83.9,2.5,2.1,0.4,56,41,1,286.5,27,30.6
9.8,3.4,29.1,25.6,0.94,77.6,2.8,2.1,0.7,77,43,1.2,300.2,26.5,37.1
9.4,5,34.6,29.7,1.02,67.6,2.7,2.1,0.6,76,40,1.2,302.9,25.9,39.3
5,3.5,31.9,28.4,1.07,63.8,3.5,2.1,1.4,72,44,1.1,302,24.7,44.9
3.9,2.8,30.3,27.5,1.2,59.3,3.3,2.1,1.2,75,45,0.7,312.6,23.7,51
3,2.3,27.7,25.4,1.14,56.9,3.4,2,1.4,64,46,0.5,331,22.8,57.1
4.7,1.9,30.4,28.6,1.13,47.5,3,2.1,0.9,72,47,0.4,307.2,22.2,60.4
2.3,1.5,26.2,24.7,1.08,46.4,2.3,2.1,0.2,71,41,0.4,54.7,21.9,62.3
2.2,3.1,32.3,29.2,1.1,29.9,2.4,2.1,0.3,71,51,0.5,92.5,21,64.2
1.9,2.3,26.7,24.4,0.94,27.2,2.3,2.1,0.2,70,45,0.6,56.5,20,67.1
2,1.2,18.9,17.7,0.85,30.5,2.3,2.1,0.2,67,48,0.4,45.3,19.5,69.4
1.8,1.2,19,17.8,0.88,26.9,2.4,2.2,0.2,71,52,0.3,94,19.3,70.9
1.8,0.5,11.5,11,0.72,34.2,2.3,2.1,0.1,65,50,0.4,67.5,18.8,70.5
2,1.1,13.6,12.5,1.05,24.3,2.5,2.3,0.2,63,49,0.3,213.8,18.5,72.5
3.5,1.1,15.6,14.5,0.9,21.7,2.7,2.3,0.4,65,49,0.2,223.8,18.3,72.6
2.1,8.5,29.8,21.3,0.86,16.9,2.5,2.3,0.2,72,50,0.3,202,17.9,73.2
2.5,5.4,31.3,25.9,0.91,13.4,2.8,2.4,0.4,68,54,0.2,134.3,17.7,73.2
2.3,6.5,30.3,23.9,0.96,16.7,2.5,2.2,0.3,59,48,0.4,62.6,18.4,66.5
2.5,28,57.2,29.2,1.76,18.8,2.6,2.2,0.4,64,52,0.6,169.4,20.1,59.6
3.1,32.6,68.4,35.9,1.66,21.7,2.7,2.2,0.5,69,50,0.7,179.2,22.4,50.7
3,4.9,26.2,21.4,0.82,54.5,2.4,2.1,0.3,55,31,0.7,48.3,25.1,33.2
4.1,9.4,39.2,29.8,0.67,62.5,2.5,2.1,0.4,60,28,1.2,183.2,26.3,29.3
3.2,3.5,19,15.5,0.73,73.9,2.3,2,0.3,49,27,0.8,263.5,27.3,31.1
2.3,3.6,21.8,18.2,0.72,76.1,2.4,2,0.4,45,32,1,240.9,28.7,32
2.5,4.3,24.9,20.5,0.74,-,2.5,2.1,0.4,51,28,1,250.2,29.3,32.8
-,3.2,22.2,19,1.17,75.5,-,-,-,-,-,-,286.9,30.5,34.4
3.5,-,-,-,-,71.2,3,2.2,0.8,62,-,0.9,298.4,29.8,33.8
3.8,-,-,-,-,59.4,2.9,2.2,0.7,60,39,0.7,286.4,29.4,35.5
5,-,-,-,0.98,49.4,4.7,2.3,2.5,60,40,0.5,304.9,27.8,38.7
4.8,6.9,45.6,38.7,0.95,38.3,3.5,2.2,1.3,62,41,0.5,273.2,26.7,40.8
6.7,8.8,54,45.1,1.22,26.6,2.8,2.2,0.6,66,44,0.3,238.1,25.8,43.8
3.9,8.4,54.6,46.2,1.18,21.8,2.7,2.2,0.5,69,46,0.3,218.4,25.1,47.6
3.7,24.1,76.3,52.2,1.74,7.6,3,2.3,0.7,79,52,0.4,171.1,24.5,51.3
2.6,2.2,36.4,34.1,1.11,20.7,2.7,2.3,0.4,60,40,0.4,62.4,23.4,55.1
3.5,1.8,24.8,23,0.94,29.5,2.7,2.2,0.5,53,41,0.4,88.6,22.6,58.9
2.5,1.3,19.2,17.9,1.04,29.5,2.7,2.3,0.3,57,43,0.4,160.2,22.2,60.3
2.3,1.2,23.1,21.9,1.01,24.7,2.6,2.3,0.3,61,49,0.2,97,21.9,61.2
2.7,0.6,17.4,16.8,0.74,29.9,2.7,2.4,0.3,49,43,0.3,118.4,21.8,62
2.3,0.7,12.1,11.4,0.72,32.9,2.6,2.3,0.3,49,36,0.2,71.5,21.8,61.3
2.8,1.1,14.8,13.7,0.77,27.4,2.7,2.4,0.3,48,38,0.2,180.9,21.8,61.5
2.9,4.6,31.3,26.8,0.89,15.4,2.8,2.5,0.4,51,40,0.4,202,21.4,64.9
4.6,7.3,34.2,26.9,1.05,17.6,3,2.5,0.5,55,44,0.1,275,22.2,61.2
3,14.5,46.1,31.5,1.53,18.5,2.9,2.3,0.6,48,33,0.4,87.1,24.4,53.2
3.6,27.9,70,42.1,1.81,25.8,3,2.2,0.8,63,43,0.6,186,26.3,47.7
4.8,11.8,42.4,30.6,1.09,43.9,3,2.2,0.8,68,41,0.8,207.4,27.7,45.2
3.2,11.4,31,19.5,0.9,36.4,2.5,2.1,0.5,45,24,1.2,206.6,29.5,47.4
3.2,8.6,27.2,18.6,0.95,47.8,2.4,2.1,0.2,40,24,1.2,198.2,30.6,45.8
4,4,18.2,14.3,0.97,67.5,2.6,2.2,0.4,59,38,1.7,269.7,30.6,48.8
4.9,2.4,17.6,15.2,0.87,62.9,3,2.2,0.9,66,46,1.1,301.5,30.2,53.5
4.5,2.9,19.7,16.8,0.87,55.8,2.8,2.1,0.7,59,42,0.9,290.5,29.6,55.7
